"ID","Reservatorio","Municipio","Bacia","Status","Problemas","Alertas","Data_inicio_niveis","Data_fim_niveis","Registros_niveis","Datas_duplicadas_niveis","Cotas_ausentes","Tem_retiradas","Tem_precipitacao","Tem_CAV","Tem_vertedor","Tem_evaporacao","Tem_comporta","Tem_transferencia","Arquivo","Tamanho_bytes"
16,"Quixeramobim","Quixeramobim","3","pronto","","222 data(s) duplicada(s) nos niveis",1986-01-01,2026-04-23,14770,222,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0016.rds",182447
54,"Realejo","Crateús","9","pronto","","74 data(s) duplicada(s) nos niveis",1986-01-01,2026-04-23,12729,74,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0054.rds",180974
117,"Riachão","Itaitinga","10","pronto","","371 data(s) duplicada(s) nos niveis",1989-01-01,2026-04-23,11437,371,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0117.rds",197989
186,"Riacho da Serra","Alto Santo","4","pronto","","",2011-06-01,2026-04-23,5439,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0186.rds",124219
17,"Riacho do Sangue","Solonópole","4","pronto","","351 data(s) duplicada(s) nos niveis",1986-01-01,2026-04-23,13542,351,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0017.rds",179239
174,"Rivaldo de Carvalho","Catarina","1","pronto","","47 data(s) duplicada(s) nos niveis",2001-04-10,2026-04-23,8752,47,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0174.rds",153315
181,"Rosário","Lavras da Mangabeira","2","pronto","","68 data(s) duplicada(s) nos niveis",2001-10-01,2026-04-23,8768,68,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0181.rds",147123
21,"S. Pedro Timbaúba","Miraíma","11","pronto","","305 data(s) duplicada(s) nos niveis",1986-01-01,2026-04-23,14853,305,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0021.rds",172468
18,"Salão","Canindé","8","pronto","","363 data(s) duplicada(s) nos niveis",1986-01-01,2026-04-23,12560,363,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0018.rds",156180
166,"Santa Maria","Ererê","4","pronto","","371 data(s) duplicada(s) nos niveis",1994-03-08,2026-04-23,8018,371,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0166.rds",138428
55,"Santa Maria de Aracatiaçu","Sobral","11","pronto","","",1986-01-01,2025-09-08,12988,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0055.rds",163185
233,"Santo Antônio","Iracema","4","pronto","","359 data(s) duplicada(s) nos niveis",2002-08-06,2026-04-23,8009,359,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0233.rds",134039
50,"Santo Antônio de Aracatiaçu","Sobral","11","pronto","","17 data(s) duplicada(s) nos niveis",1986-01-01,2026-04-23,14626,17,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0050.rds",185803
19,"Santo Antônio de Russas","Russas","5","pronto","","350 data(s) duplicada(s) nos niveis",1986-01-01,2026-04-23,14193,350,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0019.rds",184002
141,"São Domingos","Caridade","8","pronto","","322 data(s) duplicada(s) nos niveis",1997-09-01,2026-04-23,9481,322,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0141.rds",152119
190,"São Domingos II","Caririaçu","2","pronto","","",2009-10-01,2026-04-23,5756,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0190.rds",114434
39,"São José I","Boa Viagem","3","pronto","","100 data(s) duplicada(s) nos niveis",1992-01-01,2026-04-23,10256,100,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0039.rds",145826
85,"São José II","Piquet Carneiro","3","pronto","","396 data(s) duplicada(s) nos niveis",1993-06-24,2026-04-23,9318,396,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0085.rds",150724
185,"São José III","Ipaporanga","9","pronto","","3 data(s) duplicada(s) nos niveis",2009-12-01,2026-04-23,5987,3,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0185.rds",110623
20,"São Mateus","Canindé","8","pronto","","316 data(s) duplicada(s) nos niveis",1986-01-01,2026-04-23,12991,316,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0020.rds",171306
81,"São Vicente","Santana do Acaraú","6","pronto","","38 data(s) duplicada(s) nos niveis",1986-01-01,2026-04-23,9130,38,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0081.rds",163138
99,"Serafim Dias","Mombaça","3","pronto","","146 data(s) duplicada(s) nos niveis",1996-06-01,2026-04-23,10563,146,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0099.rds",157779
159,"Sitios Novos","Caucaia","10","pronto","","368 data(s) duplicada(s) nos niveis",1999-03-25,2026-04-23,9839,368,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0159.rds",164723
22,"Sobral","Sobral","6","pronto","","224 data(s) duplicada(s) nos niveis",1986-01-01,2026-04-22,13775,224,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0022.rds",178681
160,"Sousa","Canindé","8","pronto","","210 data(s) duplicada(s) nos niveis",1999-03-26,2026-04-23,9319,210,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0160.rds",145980
66,"Sucesso","Tamboril","9","pronto","","39 data(s) duplicada(s) nos niveis",1996-11-18,2026-04-23,6943,39,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0066.rds",136194
254,"Taquara","Cariré","6","pronto","","",2011-01-17,2026-04-23,5528,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"reservatorios/reservatorio_0254.rds",130356
75,"Tatajuba","Icó","2","pronto","","243 data(s) duplicada(s) nos niveis",1999-03-28,2026-04-23,7657,243,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0075.rds",139266
92,"Tejuçuoca","Tejuçuoca","8","pronto","","352 data(s) duplicada(s) nos niveis",1995-04-01,2026-04-23,10973,352,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0092.rds",175525
23,"Thomás Osterne","Crato","2","pronto","","313 data(s) duplicada(s) nos niveis",1987-01-01,2026-04-23,14100,313,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0023.rds",193132
111,"Tigre","Solonópole","4","pronto","","136 data(s) duplicada(s) nos niveis",2005-01-01,2026-04-23,7860,136,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0111.rds",141152
132,"Tijuquinha","Baturité","10","pronto","","224 data(s) duplicada(s) nos niveis",2009-03-02,2026-04-23,6440,224,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0132.rds",135169
96,"Trapiá II","Pedra Branca","3","pronto","","87 data(s) duplicada(s) nos niveis",1997-01-01,2026-04-23,10462,87,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0096.rds",161240
129,"Trapiá III","Coreaú","7","pronto","","205 data(s) duplicada(s) nos niveis",1997-10-01,2026-04-23,7154,205,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0129.rds",147740
24,"Trici","Tauá","1","pronto","","293 data(s) duplicada(s) nos niveis",1992-03-01,2026-04-23,12380,293,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0024.rds",171110
122,"Trussu","Iguatu","1","pronto","","326 data(s) duplicada(s) nos niveis",1996-06-01,2026-04-23,10253,326,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0122.rds",182152
58,"Tucunduba","Senador Sá","7","pronto","","302 data(s) duplicada(s) nos niveis",1986-01-01,2026-04-22,13948,302,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0058.rds",175245
162,"Ubaldinho","Cedro","2","pronto","","53 data(s) duplicada(s) nos niveis",1999-03-28,2026-04-23,9670,53,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0162.rds",157527
191,"Umari","Madalena","3","pronto","","",2011-06-01,2026-04-23,5440,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0191.rds",115503
110,"Valério","Altaneira","1","pronto","","80 data(s) duplicada(s) nos niveis",1998-03-19,2026-04-23,8036,80,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0110.rds",132975
70,"Várzea da Volta","Moraújo","7","pronto","","288 data(s) duplicada(s) nos niveis",1986-01-01,2026-04-23,13765,288,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0070.rds",177175
25,"Várzea do Boi","Tauá","1","pronto","","",1986-01-01,2025-09-08,11413,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0025.rds",154716
130,"Vieirão","Boa Viagem","3","pronto","","353 data(s) duplicada(s) nos niveis",1998-01-01,2026-04-23,9584,353,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"reservatorios/reservatorio_0130.rds",151048
