2016a202Edson   Queiroz Braco          1,       EngRev,     0.87
JDAY    Cin (mg/L)
----    PO4     CLO     DO
    1217    0.36      90       8
    1218    0.28      90       8
    1219    0.31      90       8
    1220    0.28      90       8
    1221    0.38      90       8
    1222    0.78      90       8
    1223    0.38      90       8
    1224    0.38      90       8
    1225    0.78      90       8
    1226    0.78      90       8
    1227    0.78      90       8
    1228    0.78      90       8
    1229    0.78      90       8
    1230    0.38      90       8
    1231    0.38      90       8
    1232    0.38      90       8
    1233    0.78      90       8
    1234    0.78      90       8
    1235    0.78      90       8
    1236    0.78      90       8
    1237    0.78      90       8
    1238    0.38      90       8
    1239    0.78      90       8
    1240    0.78      90       8
    1241    0.78      90       8
    1242    0.00      90       8
    1243    0.78      90       8
    1244    0.78      90       8
    1245    0.00      90       8
    1246    0.78      90       8
    1247    0.78      90       8
    1248    0.00      90       8
    1249    0.72      90       8
    1250    0.00      90       8
    1251    0.72      90       8
    1252    0.00      90       8
    1253    0.00      90       8
    1254    0.00      90       8
    1255    0.73      90       8
    1256    0.00      90       8
    1257    0.00      90       8
    1258    0.00      90       8
    1259    0.73      90       8
    1260    0.73      90       8
    1261    0.00      90       8
    1262    0.73      90       8
    1263    0.00      90       8
    1264    0.73      90       8
    1265    0.00      90       8
    1266    1.04      90       8
    1267    0.00      90       8
    1268    0.71      90       8
    1269    0.71      90       8
    1270    0.00      90       8
    1271    0.00      90       8
    1272    0.00      90       8
    1273    0.71      90       8
    1274    0.00      90       8
    1275    0.00      90       8
    1276    0.00      90       8
    1277    0.71      90       8
    1278    0.61      90       8
    1279    0.61      90       8
    1280    0.00      90       8
    1281    0.61      90       8
    1282    0.00      90       8
    1283    0.00      90       8
    1284    0.00      90       8
    1285    0.00      90       8
    1286    0.00      90       8
    1287    0.00      90       8
    1288    0.00      90       8
    1289    0.00      90       8
    1290    0.00      90       8
    1291    0.00      90       8
    1292    0.00      90       8
    1293    0.62      90       8
    1294    0.00      90       8
    1295    0.62      90       8
    1296    0.00      90       8
    1297    0.00      90       8
    1298    0.62      90       8
    1299    0.62      90       8
    1300    0.00      90       8
    1301    0.00      90       8
    1302    0.00      90       8
    1303    0.62      90       8
    1304    0.00      90       8
    1305    0.00      90       8
    1306    0.00      90       8
    1307    0.00      90       8
    1308    0.00      90       8
    1309    0.56      90       8
    1310    0.00      90       8
    1311    0.00      90       8
    1312    0.56      90       8
    1313    0.00      90       8
    1314    0.00      90       8
    1315    0.00      90       8
    1316    0.00      90       8
    1317    0.00      90       8
    1318    0.00      90       8
    1319    0.56      90       8
    1320    0.00      90       8
    1321    0.00      90       8
    1322    0.00      90       8
    1323    0.00      90       8
    1324    0.70      90       8
    1325    0.70      90       8
    1326    0.00      90       8
    1327    0.56      90       8
    1328    0.56      90       8
    1329    0.00      90       8
    1330    0.56      90       8
    1331    0.00      90       8
    1332    0.56      90       8
    1333    0.00      90       8
    1334    0.56      90       8
    1335    0.00      90       8
    1336    0.56      90       8
    1337    0.00      90       8
    1338    0.00      90       8
    1339    0.00      90       8
    1340    0.50      90       8
    1341    9.48      90       8
    1342    9.48      90       8
    1343    9.48      90       8
    1344    9.48      90       8
    1345    9.29      90       8
    1346    9.29      90       8
    1347    9.29      90       8
    1348    9.11      90       8
    1349    0.50      90       8
    1350    9.11      90       8
    1351    9.11      90       8
    1352    9.11      90       8
    1353    8.93      90       8
    1354    0.00      90       8
    1355   13.37      90       8
    1356    0.00      90       8
    1357    0.00      90       8
    1358    0.00      90       8
    1359    0.00      90       8
    1360    0.00      90       8
    1361    0.00      90       8
    1362    1.40      90       8
    1363    1.40      90       8
    1364    0.00      90       8
    1365    1.40      90       8
    1366    0.00      90       8
    1367    1.39      90       8
    1368    0.00      90       8
    1369    1.39      90       8
    1370    0.00      90       8
    1371    0.88      90       8
    1372    0.00      90       8
    1373    0.88      90       8
    1374    0.88      90       8
    1375    0.00      90       8
    1376    0.00      90       8
    1377    0.00      90       8
    1378    0.00      90       8
    1379    0.00      90       8
    1380    0.00      90       8
    1381    0.00      90       8
    1382    0.00      90       8
    1383    0.00      90       8
    1384    0.00      90       8
    1385    0.00      90       8
    1386    0.81      90       8
    1387    0.00      90       8
    1388    0.81      90       8
    1389    0.00      90       8
    1390    0.40      90       8
    1391    0.81      90       8
    1392    0.81      90       8
    1393    0.81      90       8
    1394    0.00      90       8
    1395    0.81      90       8
    1396    0.00      90       8
    1397    0.00      90       8
    1398    0.76      90       8
    1399    0.76      90       8
    1400    0.00      90       8
    1401    0.77      90       8
    1402    0.77      90       8
    1403    0.00      90       8
    1404    0.77      90       8
    1405    0.00      90       8
    1406    0.77      90       8
    1407    0.00      90       8
    1408    0.77      90       8
    1409    0.00      90       8
    1410    0.77      90       8
    1411    0.00      90       8
    1412    0.00      90       8
    1413    0.56      90       8
    1414    0.56      90       8
    1415    0.56      90       8
    1416    0.00      90       8
    1417    0.81      90       8
    1418    0.81      90       8
    1419    0.81      90       8
    1420    0.81      90       8
    1421    0.81      90       8
    1422    0.00      90       8
    1423    0.81      90       8
    1424    0.00      90       8
    1425    0.81      90       8
    1426    0.77      90       8
    1427    0.77      90       8
    1428    0.00      90       8
    1429    0.77      90       8
    1430    0.77      90       8
    1431    0.00      90       8
    1432    0.81      90       8
    1433    0.00      90       8
    1434    0.81      90       8
    1435    0.81      90       8
    1436    0.81      90       8
    1437    0.81      90       8
    1438    0.81      90       8
    1439    0.81      90       8
    1440    0.00      90       8
    1441    0.81      90       8
    1442    1.52      90       8
    1443    1.52      90       8
    1444    1.52      90       8
    1445    0.00      90       8
    1446    1.52      90       8
    1447    1.51      90       8
    1448    1.51      90       8
    1449    0.00      90       8
    1450    0.00      90       8
    1451    0.00      90       8
    1452    0.00      90       8
    1453    0.00      90       8
    1454    0.00      90       8
    1455    0.00      90       8
    1456    0.00      90       8
    1457    0.84      90       8
    1458    0.00      90       8
    1459    0.84      90       8
    1460    0.00      90       8
    1461    0.75      90       8
    1462    0.00      90       8
    1463    0.00      90       8
    1464    0.00      90       8
    1465    0.00      90       8
    1466    0.92      90       8
    1467    0.00      90       8
    1468    0.00      90       8
    1469    0.43      90       8
    1470    0.92      90       8
    1471    0.92      90       8
    1472    0.92      90       8
    1473    0.00      90       8
    1474    0.00      90       8
    1475    0.92      90       8
    1476    0.00      90       8
    1477    0.92      90       8
    1478    0.92      90       8
    1479    0.00      90       8
    1480    0.92      90       8
    1481    0.00      90       8
    1482    0.93      90       8
    1483    0.00      90       8
    1484    0.93      90       8
    1485    0.93      90       8
    1486    0.93      90       8
    1487    0.00      90       8
    1488    0.93      90       8
    1489    0.00      90       8
    1490    0.00      90       8
    1491    0.93      90       8
    1492    0.30      90       8
    1493    0.27      90       8
    1494    0.61      90       8
    1495    0.31      90       8
    1496    0.60      90       8
    1497    0.60      90       8
    1498    0.60      90       8
    1499    0.60      90       8
    1500    0.60      90       8
    1501    0.00      90       8
    1502    0.61      90       8
    1503    0.00      90       8
    1504    0.00      90       8
    1505    0.38      90       8
    1506    0.61      90       8
    1507    0.61      90       8
    1508    0.00      90       8
    1509    0.78      90       8
    1510    0.78      90       8
    1511    0.78      90       8
    1512    0.28      90       8
    1513    0.78      90       8
    1514    0.29      90       8
    1515    0.78      90       8
    1516    0.78      90       8
    1517    0.41      90       8
    1518    0.78      90       8
    1519    0.41      90       8
    1520    0.78      90       8
    1521    0.32      90       8
    1522    0.33      90       8
    1523    0.33      90       8
    1524    0.27      90       8
    1525    0.29      90       8
    1526    0.28      90       8
    1527    0.30      90       8
    1528    0.31      90       8
    1529    0.33      90       8
    1530    0.28      90       8
    1531    0.27      90       8
    1532    0.28      90       8
    1533    0.27      90       8
    1534    0.31      90       8
    1535    0.42      90       8
    1536    0.28      90       8
    1537    0.33      90       8
    1538    0.34      90       8
    1539    0.28      90       8
    1540    0.29      90       8
    1541    0.28      90       8
    1542    0.31      90       8
    1543    0.34      90       8
    1544    0.28      90       8
    1545    0.30      90       8
    1546    0.50      90       8
    1547    0.44      90       8
    1548    0.32      90       8
    1549    0.27      90       8
    1550    0.28      90       8
    1551    0.29      90       8
    1552    0.35      90       8
    1553    0.29      90       8
    1554    0.28      90       8
    1555    0.30      90       8
    1556    0.29      90       8
    1557    0.29      90       8
    1558    0.27      90       8
    1559    0.29      90       8
    1560    0.36      90       8
    1561    0.72      90       8
    1562    0.27      90       8
    1563    0.36      90       8
    1564    0.36      90       8
    1565    0.28      90       8
    1566    0.36      90       8
    1567    0.72      90       8
    1568    0.35      90       8
    1569    0.35      90       8
    1570    0.72      90       8
    1571    0.35      90       8
    1572    0.27      90       8
    1573    0.60      90       8
    1574    0.51      90       8
    1575    0.40      90       8
    1576    0.35      90       8
    1577    0.38      90       8
    1578    0.35      90       8
    1579    0.41      90       8
    1580    0.31      90       8
    1581    0.27      90       8
    1582    0.27      90       8
    1583    0.28      90       8
    1584    0.33      90       8
    1585    0.33      90       8
    1586    0.67      90       8
    1587    0.67      90       8
    1588    0.67      90       8
    1589    0.67      90       8
    1590    0.67      90       8
    1591    0.00      90       8
    1592    0.67      90       8
    1593    0.67      90       8
    1594    0.00      90       8
    1595    0.67      90       8
    1596    0.67      90       8
    1597    0.00      90       8
    1598    0.67      90       8
    1599    0.67      90       8
    1600    0.67      90       8
    1601    0.00      90       8
    1602    0.67      90       8
    1603    0.67      90       8
    1604    0.67      90       8
    1605    0.67      90       8
    1606    0.67      90       8
    1607    0.00      90       8
    1608    0.67      90       8
    1609    0.00      90       8
    1610    0.67      90       8
    1611    0.00      90       8
    1612    0.00      90       8
    1613    0.67      90       8
    1614    0.62      90       8
    1615    0.00      90       8
    1616    0.62      90       8
    1617    0.00      90       8
    1618    0.00      90       8
    1619    0.62      90       8
    1620    0.00      90       8
    1621    0.62      90       8
    1622    0.62      90       8
    1623    0.62      90       8
    1624    0.62      90       8
    1625    0.00      90       8
    1626    0.62      90       8
    1627    0.00      90       8
    1628    0.62      90       8
    1629    0.00      90       8
    1630    0.00      90       8
    1631    0.62      90       8
    1632    0.00      90       8
    1633    0.62      90       8
    1634    0.00      90       8
    1635    0.00      90       8
    1636    0.00      90       8
    1637    0.00      90       8
    1638    0.62      90       8
    1639    0.00      90       8
    1640    0.62      90       8
    1641    0.00      90       8
    1642    0.62      90       8
    1643    0.62      90       8
    1644    0.53      90       8
    1645    0.53      90       8
    1646    0.00      90       8
    1647    0.53      90       8
    1648    0.53      90       8
    1649    0.53      90       8
    1650    0.53      90       8
    1651    0.53      90       8
    1652    0.53      90       8
    1653    0.00      90       8
    1654    0.53      90       8
    1655    0.53      90       8
    1656    0.00      90       8
    1657    0.53      90       8
    1658    0.00      90       8
    1659    0.53      90       8
    1660    0.00      90       8
    1661    0.00      90       8
    1662    0.00      90       8
    1663    0.00      90       8
    1664    0.00      90       8
    1665    0.00      90       8
    1666    0.00      90       8
    1667    0.00      90       8
    1668    0.00      90       8
    1669    0.00      90       8
    1670    0.00      90       8
    1671    0.00      90       8
    1672    0.00      90       8
    1673    0.00      90       8
    1674    0.00      90       8
    1675    0.00      90       8
    1676    0.00      90       8
    1677    0.00      90       8
    1678    0.00      90       8
    1679    2.80      90       8
    1680    1.63      90       8
    1681    0.00      90       8
    1682    1.62      90       8
    1683    1.62      90       8
    1684    1.61      90       8
    1685    1.61      90       8
    1686    0.00      90       8
    1687    1.61      90       8
    1688    1.60      90       8
    1689    1.60      90       8
    1690    1.60      90       8
    1691    1.81      90       8
    1692    1.81      90       8
    1693    1.80      90       8
    1694    1.79      90       8
    1695    1.79      90       8
    1696    1.79      90       8
    1697    0.00      90       8
    1698    1.78      90       8
    1699    1.78      90       8
    1700    1.78      90       8
    1701    1.77      90       8
    1702    1.77      90       8
    1703    1.77      90       8
    1704    0.00      90       8
    1705    1.76      90       8
    1706    0.87      90       8
    1707    0.87      90       8
    1708    0.87      90       8
    1709    0.00      90       8
    1710    0.87      90       8
    1711    0.87      90       8
    1712    0.87      90       8
    1713    0.87      90       8
    1714    0.00      90       8
    1715    0.00      90       8
    1716    0.00      90       8
    1717    0.00      90       8
    1718    0.00      90       8
    1719    0.00      90       8
    1720    0.00      90       8
    1721    0.00      90       8
    1722    0.00      90       8
    1723    1.05      90       8
    1724    1.05      90       8
    1725    0.00      90       8
    1726    0.00      90       8
    1727    0.00      90       8
    1728    0.79      90       8
    1729    0.37      90       8
    1730    1.04      90       8
    1731    1.04      90       8
    1732    1.04      90       8
    1733    0.37      90       8
    1734    1.04      90       8
    1735    1.04      90       8
    1736    0.37      90       8
    1737    0.00      90       8
    1738    0.36      90       8
    1739    0.88      90       8
    1740    0.36      90       8
    1741    0.36      90       8
    1742    0.88      90       8
    1743    0.36      90       8
    1744    0.88      90       8
    1745    0.87      90       8
    1746    0.87      90       8
    1747    0.87      90       8
    1748    0.00      90       8
    1749    0.87      90       8
    1750    0.87      90       8
    1751    0.00      90       8
    1752    0.87      90       8
    1753    0.89      90       8
    1754    0.89      90       8
    1755    0.00      90       8
    1756    0.89      90       8
    1757    0.89      90       8
    1758    0.00      90       8
    1759    0.89      90       8
    1760    0.00      90       8
    1761    0.89      90       8
    1762    0.89      90       8
    1763    0.00      90       8
    1764    0.88      90       8
    1765    0.00      90       8
    1766    0.88      90       8
    1767    0.91      90       8
    1768    0.91      90       8
    1769    0.30      90       8
    1770    0.37      90       8
    1771    0.91      90       8
    1772    0.37      90       8
    1773    0.91      90       8
    1774    0.91      90       8
    1775    0.00      90       8
    1776    0.91      90       8
    1777    0.91      90       8
    1778    0.91      90       8
    1779    0.91      90       8
    1780    0.91      90       8
    1781    0.91      90       8
    1782    0.91      90       8
    1783    0.00      90       8
    1784    0.91      90       8
    1785    0.91      90       8
    1786    0.90      90       8
    1787    0.90      90       8
    1788    0.90      90       8
    1789    0.73      90       8
    1790    0.73      90       8
    1791    0.73      90       8
    1792    0.73      90       8
    1793    0.00      90       8
    1794    0.73      90       8
    1795    0.73      90       8
    1796    0.73      90       8
    1797    0.79      90       8
    1798    0.79      90       8
    1799    0.00      90       8
    1800    0.78      90       8
    1801    0.78      90       8
    1802    0.78      90       8
    1803    1.08      90       8
    1804    1.08      90       8
    1805    0.00      90       8
    1806    1.08      90       8
    1807    1.08      90       8
    1808    1.08      90       8
    1809    0.00      90       8
    1810    1.08      90       8
    1811    1.08      90       8
    1812    1.08      90       8
    1813    1.07      90       8
    1814    1.07      90       8
    1815    0.00      90       8
    1816    1.07      90       8
    1817    1.07      90       8
    1818    1.07      90       8
    1819    0.75      90       8
    1820    0.75      90       8
    1821    0.75      90       8
    1822    0.75      90       8
    1823    0.00      90       8
    1824    0.75      90       8
    1825    0.00      90       8
    1826    0.75      90       8
    1827    0.75      90       8
    1828    0.38      90       8
    1829    1.02      90       8
    1830    1.02      90       8
    1831    0.38      90       8
    1832    1.02      90       8
    1833    1.02      90       8
    1834    1.42      90       8
    1835    1.41      90       8
    1836    1.41      90       8
    1837    1.41      90       8
    1838    0.00      90       8
    1839    1.40      90       8
    1840    0.40      90       8
    1841    1.40      90       8
    1842    1.40      90       8
    1843    1.40      90       8
    1844    1.39      90       8
    1845    1.39      90       8
    1846    1.39      90       8
    1847    1.39      90       8
    1848    1.39      90       8
    1849    1.38      90       8
    1850    0.40      90       8
    1851    1.38      90       8
    1852    1.38      90       8
    1853    1.38      90       8
    1854    1.38      90       8
    1855    1.38      90       8
    1856    1.37      90       8
    1857    1.37      90       8
    1858    0.00      90       8
    1859    2.18      90       8
    1860    2.17      90       8
    1861    2.17      90       8
    1862    2.16      90       8
    1863    2.15      90       8
    1864    2.15      90       8
    1865    0.00      90       8
    1866    2.13      90       8
    1867    2.12      90       8
    1868    0.42      90       8
    1869    0.42      90       8
    1870    2.11      90       8
    1871    0.42      90       8
    1872    2.11      90       8
    1873    0.42      90       8
    1874    0.31      90       8
    1875    0.42      90       8
    1876    2.11      90       8
    1877    0.31      90       8
    1878    0.42      90       8
    1879    2.11      90       8
    1880    2.11      90       8
    1881    2.10      90       8
    1882    0.42      90       8
    1883    2.09      90       8
    1884    2.09      90       8
    1885    0.43      90       8
    1886    0.31      90       8
    1887    0.45      90       8
    1888    5.37      90       8
    1889    0.45      90       8
    1890    5.31      90       8
    1891    5.25      90       8
    1892    0.45      90       8
    1893    5.20      90       8
    1894    0.45      90       8
    1895    5.15      90       8
    1896    0.45      90       8
    1897    5.09      90       8
    1898    0.00      90       8
    1899    0.00      90       8
    1900    0.51      90       8
    1901    0.00      90       8
    1902    0.51      90       8
    1903    0.51      90       8
    1904    0.51      90       8
    1905    0.56      90       8
    1906    0.00      90       8
    1907    0.56      90       8
    1908    0.00      90       8
    1909    0.28      90       8
    1910    0.34      90       8
    1911    0.28      90       8
    1912    0.56      90       8
    1913    0.56      90       8
    1914    0.34      90       8
    1915    0.56      90       8
    1916    0.56      90       8
    1917    0.56      90       8
    1918    0.00      90       8
    1919    0.00      90       8
    1920    0.55      90       8
    1921    0.00      90       8
    1922    0.00      90       8
    1923    0.55      90       8
    1924    0.00      90       8
    1925    0.00      90       8
    1926    0.00      90       8
    1927    0.55      90       8
    1928    0.00      90       8
    1929    0.34      90       8
    1930    0.55      90       8
    1931    0.00      90       8
    1932    0.00      90       8
    1933    0.00      90       8
    1934    0.00      90       8
    1935    0.34      90       8
    1936    0.55      90       8
    1937    0.55      90       8
    1938    0.00      90       8
    1939    0.28      90       8
    1940    0.55      90       8
    1941    0.55      90       8
    1942    0.00      90       8
    1943    0.55      90       8
    1944    0.00      90       8
    1945    0.55      90       8
    1946    0.74      90       8
    1947    0.74      90       8
    1948    0.74      90       8
    1949    0.74      90       8
    1950    0.00      90       8
    1951    0.37      90       8
    1952    0.37      90       8
    1953    0.30      90       8
    1954    0.30      90       8
    1955    0.74      90       8
    1956    0.74      90       8
    1957    0.74      90       8
    1958    0.00      90       8
    1959    0.00      90       8
    1960    0.30      90       8
    1961    0.74      90       8
    1962    0.00      90       8
    1963    0.74      90       8
    1964    0.00      90       8
    1965    0.74      90       8
    1966    0.74      90       8
    1967    0.00      90       8
    1968    0.00      90       8
    1969    0.00      90       8
    1970    0.00      90       8
    1971    0.00      90       8
    1972    0.00      90       8
    1973    0.00      90       8
    1974    0.00      90       8
    1975    0.75      90       8
    1976    0.00      90       8
    1977    0.87      90       8
    1978    0.00      90       8
    1979    0.79      90       8
    1980    0.00      90       8
    1981    0.00      90       8
    1982    0.00      90       8
    1983    0.79      90       8
    1984    0.00      90       8
    1985    0.00      90       8
    1986    0.00      90       8
    1987    0.79      90       8
    1988    0.79      90       8
    1989    0.00      90       8
    1990    0.79      90       8
    1991    0.00      90       8
    1992    0.00      90       8
    1993    0.00      90       8
    1994    0.79      90       8
    1995    0.00      90       8
    1996    0.79      90       8
    1997    0.00      90       8
    1998    0.79      90       8
    1999    0.00      90       8
    2000    0.00      90       8
    2001    0.00      90       8
    2002    0.00      90       8
    2003    0.79      90       8
    2004    0.00      90       8
    2005    0.00      90       8
    2006    0.00      90       8
    2007    0.80      90       8
    2008    0.00      90       8
    2009    0.00      90       8
    2010    0.00      90       8
    2011    0.00      90       8
    2012    0.00      90       8
    2013    0.00      90       8
    2014    0.66      90       8
    2015    0.00      90       8
    2016    0.66      90       8
    2017    0.00      90       8
    2018    0.00      90       8
    2019    0.00      90       8
    2020    0.00      90       8
    2021    0.00      90       8
    2022    0.67      90       8
    2023    0.00      90       8
    2024    0.00      90       8
    2025    0.00      90       8
    2026    0.00      90       8
    2027    0.00      90       8
    2028    0.00      90       8
    2029    0.00      90       8
    2030    0.00      90       8
    2031    0.00      90       8
    2032    0.00      90       8
    2033    0.00      90       8
    2034    0.00      90       8
    2035    0.00      90       8
    2036    0.00      90       8
    2037    0.00      90       8
    2038    0.00      90       8
    2039    0.00      90       8
    2040    0.00      90       8
    2041    0.00      90       8
    2042    0.00      90       8
    2043    0.00      90       8
    2044    0.00      90       8
    2045    0.00      90       8
    2046    0.60      90       8
    2047    0.00      90       8
    2048    0.00      90       8
    2049    0.00      90       8
    2050    0.00      90       8
    2051    0.00      90       8
    2052    0.00      90       8
    2053    0.00      90       8
    2054    0.00      90       8
    2055    0.00      90       8
    2056    0.00      90       8
    2057    0.00      90       8
    2058    0.00      90       8
    2059    0.00      90       8
    2060    0.00      90       8
    2061    0.00      90       8
    2062    0.00      90       8
    2063    0.00      90       8
    2064    0.00      90       8
    2065    0.00      90       8
    2066    0.00      90       8
    2067    0.00      90       8
    2068    0.00      90       8
    2069    0.00      90       8
    2070    0.00      90       8
    2071    3.60      90       8
    2072    3.57      90       8
    2073    3.57      90       8
    2074    3.57      90       8
    2075    3.55      90       8
    2076    3.55      90       8
    2077    3.55      90       8
    2078    0.00      90       8
    2079    0.00      90       8
    2080    0.00      90       8
    2081    0.00      90       8
    2082    1.98      90       8
    2083    1.98      90       8
    2084    1.98      90       8
    2085    0.00      90       8
    2086    1.97      90       8
    2087    1.96      90       8
    2088    1.96      90       8
    2089    1.96      90       8
    2090    1.96      90       8
    2091    1.30      90       8
    2092    1.30      90       8
    2093    1.30      90       8
    2094    1.30      90       8
    2095    1.30      90       8
    2096    1.30      90       8
    2097    0.00      90       8
    2098    1.29      90       8
    2099    1.29      90       8
    2100    1.29      90       8
    2101    1.25      90       8
    2102    1.25      90       8
    2103    1.25      90       8
    2104    0.00      90       8
    2105    1.25      90       8
    2106    1.25      90       8
    2107    1.25      90       8
    2108    1.25      90       8
    2109    0.00      90       8
    2110    1.25      90       8
    2111    1.25      90       8
    2112    1.25      90       8
    2113    0.00      90       8
    2114    1.24      90       8
    2115    1.24      90       8
    2116    1.24      90       8
    2117    1.24      90       8
    2118    0.00      90       8
    2119    1.24      90       8
    2120    1.24      90       8
    2121    0.43      90       8
    2122    1.24      90       8
    2123    1.24      90       8
    2124    1.24      90       8
    2125    1.24      90       8
    2126    1.24      90       8
    2127    1.24      90       8
    2128    1.23      90       8
    2129    0.00      90       8
    2130    1.23      90       8
    2131    1.23      90       8
    2132    1.28      90       8
    2133    1.28      90       8
    2134    1.86      90       8
    2135    1.86      90       8
    2136    1.85      90       8
    2137    1.85      90       8
    2138    1.85      90       8
    2139    1.85      90       8
    2140    0.00      90       8
    2141    1.84      90       8
    2142    1.84      90       8
    2143    1.84      90       8
    2144    1.84      90       8
    2145    1.84      90       8
    2146    1.83      90       8
    2147    1.83      90       8
    2148    1.83      90       8
    2149    2.00      90       8
    2150    1.99      90       8
    2151    1.99      90       8
    2152    1.99      90       8
    2153    0.00      90       8
    2154    1.98      90       8
    2155    0.00      90       8
    2156    1.98      90       8
    2157    1.98      90       8
    2158    1.98      90       8
    2159    1.97      90       8
    2160    1.97      90       8
    2161    0.00      90       8
    2162    2.51      90       8
    2163    1.98      90       8
    2164    1.97      90       8
    2165    0.00      90       8
    2166    1.96      90       8
    2167    1.96      90       8
    2168    1.96      90       8
    2169    1.96      90       8
    2170    0.00      90       8
    2171    1.95      90       8
    2172    1.95      90       8
    2173    1.95      90       8
    2174    1.94      90       8
    2175    1.94      90       8
    2176    1.94      90       8
    2177    1.94      90       8
    2178    0.00      90       8
    2179    1.93      90       8
    2180    1.93      90       8
    2181    1.93      90       8
    2182    1.93      90       8
    2183    0.00      90       8
    2184    1.92      90       8
    2185    1.92      90       8
    2186    1.92      90       8
    2187    1.92      90       8
    2188    1.91      90       8
    2189    1.91      90       8
    2190    1.91      90       8
    2191    1.91      90       8
    2192    0.00      90       8
