2016a   2021EdsoQueiroz Braco          2,       EngRev,     0.13
JDAY    Cin (mg/L)
----    PO4     CLO     DO
    1225    4.01       1       5
    1226    4.01       1       5
    1227    4.01       1       5
    1228    4.01       1       5
    1229    4.01       1       5
    1230    1.58       1       5
    1231    1.58       1       5
    1232    1.58       1       5
    1233    4.01       1       5
    1234    4.01       1       5
    1235    4.01       1       5
    1236    4.01       1       5
    1237    4.01       1       5
    1238    1.58       1       5
    1239    4.01       1       5
    1240    4.01       1       5
    1241    4.01       1       5
    1242    0.00       1       5
    1243    4.01       1       5
    1244    4.01       1       5
    1245    0.00       1       5
    1246    4.01       1       5
    1247    4.01       1       5
    1248    0.00       1       5
    1249    3.67       1       5
    1250    0.00       1       5
    1251    3.67       1       5
    1252    0.00       1       5
    1253    0.00       1       5
    1254    0.00       1       5
    1255    3.67       1       5
    1256    0.00       1       5
    1257    0.00       1       5
    1258    0.00       1       5
    1259    3.70       1       5
    1260    3.70       1       5
    1261    0.00       1       5
    1262    3.70       1       5
    1263    0.00       1       5
    1264    3.70       1       5
    1265    0.00       1       5
    1266    5.49       1       5
    1267    0.00       1       5
    1268    3.60       1       5
    1269    3.60       1       5
    1270    0.00       1       5
    1271    0.00       1       5
    1272    0.00       1       5
    1273    3.60       1       5
    1274    0.00       1       5
    1275    0.00       1       5
    1276    0.00       1       5
    1277    3.62       1       5
    1278    3.02       1       5
    1279    3.02       1       5
    1280    0.00       1       5
    1281    3.02       1       5
    1282    0.00       1       5
    1283    0.00       1       5
    1284    0.00       1       5
    1285    0.00       1       5
    1286    0.00       1       5
    1287    0.00       1       5
    1288    0.00       1       5
    1289    0.00       1       5
    1290    0.00       1       5
    1291    0.00       1       5
    1292    0.00       1       5
    1293    3.04       1       5
    1294    0.00       1       5
    1295    3.06       1       5
    1296    0.00       1       5
    1297    0.00       1       5
    1298    3.06       1       5
    1299    3.06       1       5
    1300    0.00       1       5
    1301    0.00       1       5
    1302    0.00       1       5
    1303    3.06       1       5
    1304    0.00       1       5
    1305    0.00       1       5
    1306    0.00       1       5
    1307    0.00       1       5
    1308    0.00       1       5
    1309    2.72       1       5
    1310    0.00       1       5
    1311    0.00       1       5
    1312    2.72       1       5
    1313    0.00       1       5
    1314    0.00       1       5
    1315    0.00       1       5
    1316    0.00       1       5
    1317    0.00       1       5
    1318    0.00       1       5
    1319    2.73       1       5
    1320    0.00       1       5
    1321    0.00       1       5
    1322    0.00       1       5
    1323    0.00       1       5
    1324    3.52       1       5
    1325    3.52       1       5
    1326    0.00       1       5
    1327    2.69       1       5
    1328    2.69       1       5
    1329    0.00       1       5
    1330    2.69       1       5
    1331    0.00       1       5
    1332    2.69       1       5
    1333    0.00       1       5
    1334    2.69       1       5
    1335    0.00       1       5
    1336    2.69       1       5
    1337    0.00       1       5
    1338    0.00       1       5
    1339    0.00       1       5
    1340    2.34       1       5
    1341    0.00       1       5
    1342    0.00       1       5
    1343    0.00       1       5
    1344    0.00       1       5
    1345    0.00       1       5
    1346    0.00       1       5
    1347    0.00       1       5
    1348    0.00       1       5
    1349    2.36       1       5
    1350    0.00       1       5
    1351    0.00       1       5
    1352    0.00       1       5
    1353    0.00       1       5
    1354    0.00       1       5
    1355    0.00       1       5
    1356    0.00       1       5
    1357    0.00       1       5
    1358    0.00       1       5
    1359    0.00       1       5
    1360    0.00       1       5
    1361    0.00       1       5
    1362    7.51       1       5
    1363    7.51       1       5
    1364    0.00       1       5
    1365    7.51       1       5
    1366    0.00       1       5
    1367    7.51       1       5
    1368    0.00       1       5
    1369    7.51       1       5
    1370    0.00       1       5
    1371    4.58       1       5
    1372    0.00       1       5
    1373    4.58       1       5
    1374    4.58       1       5
    1375    0.00       1       5
    1376    0.00       1       5
    1377    0.00       1       5
    1378    0.00       1       5
    1379    0.00       1       5
    1380    0.00       1       5
    1381    0.00       1       5
    1382    0.00       1       5
    1383    0.00       1       5
    1384    0.00       1       5
    1385    0.00       1       5
    1386    4.17       1       5
    1387    0.00       1       5
    1388    4.17       1       5
    1389    0.00       1       5
    1390    1.71       1       5
    1391    4.17       1       5
    1392    4.17       1       5
    1393    4.17       1       5
    1394    0.00       1       5
    1395    4.17       1       5
    1396    0.00       1       5
    1397    0.00       1       5
    1398    3.89       1       5
    1399    3.89       1       5
    1400    0.00       1       5
    1401    3.95       1       5
    1402    3.95       1       5
    1403    0.00       1       5
    1404    3.95       1       5
    1405    0.00       1       5
    1406    3.95       1       5
    1407    0.00       1       5
    1408    3.95       1       5
    1409    0.00       1       5
    1410    3.95       1       5
    1411    0.00       1       5
    1412    0.00       1       5
    1413    2.68       1       5
    1414    2.68       1       5
    1415    2.68       1       5
    1416    0.00       1       5
    1417    4.17       1       5
    1418    4.17       1       5
    1419    4.17       1       5
    1420    4.17       1       5
    1421    4.17       1       5
    1422    0.00       1       5
    1423    4.17       1       5
    1424    0.00       1       5
    1425    4.17       1       5
    1426    3.92       1       5
    1427    3.92       1       5
    1428    0.00       1       5
    1429    3.92       1       5
    1430    3.92       1       5
    1431    0.00       1       5
    1432    4.17       1       5
    1433    0.00       1       5
    1434    4.17       1       5
    1435    4.17       1       5
    1436    4.17       1       5
    1437    4.17       1       5
    1438    4.17       1       5
    1439    4.17       1       5
    1440    0.00       1       5
    1441    4.17       1       5
    1442    8.16       1       5
    1443    8.16       1       5
    1444    8.16       1       5
    1445    0.00       1       5
    1446    8.16       1       5
    1447    8.16       1       5
    1448    8.16       1       5
    1449    0.00       1       5
    1450    0.00       1       5
    1451    0.00       1       5
    1452    0.00       1       5
    1453    0.00       1       5
    1454    0.00       1       5
    1455    0.00       1       5
    1456    0.00       1       5
    1457    4.35       1       5
    1458    0.00       1       5
    1459    4.35       1       5
    1460    0.00       1       5
    1461    3.83       1       5
    1462    0.00       1       5
    1463    0.00       1       5
    1464    0.00       1       5
    1465    0.00       1       5
    1466    4.80       1       5
    1467    0.00       1       5
    1468    0.00       1       5
    1469    1.89       1       5
    1470    4.80       1       5
    1471    4.80       1       5
    1472    4.80       1       5
    1473    0.00       1       5
    1474    0.00       1       5
    1475    4.80       1       5
    1476    0.00       1       5
    1477    4.85       1       5
    1478    4.85       1       5
    1479    0.00       1       5
    1480    4.85       1       5
    1481    0.00       1       5
    1482    4.85       1       5
    1483    0.00       1       5
    1484    4.85       1       5
    1485    4.85       1       5
    1486    4.85       1       5
    1487    0.00       1       5
    1488    4.85       1       5
    1489    0.00       1       5
    1490    0.00       1       5
    1491    4.85       1       5
    1492    0.93       1       5
    1493    0.56       1       5
    1494    2.97       1       5
    1495    1.09       1       5
    1496    2.97       1       5
    1497    2.97       1       5
    1498    2.97       1       5
    1499    2.97       1       5
    1500    2.97       1       5
    1501    0.00       1       5
    1502    2.97       1       5
    1503    0.00       1       5
    1504    0.00       1       5
    1505    1.56       1       5
    1506    2.97       1       5
    1507    2.97       1       5
    1508    0.00       1       5
    1509    4.01       1       5
    1510    4.01       1       5
    1511    4.01       1       5
    1512    0.74       1       5
    1513    4.01       1       5
    1514    0.90       1       5
    1515    3.98       1       5
    1516    3.98       1       5
    1517    1.76       1       5
    1518    3.98       1       5
    1519    1.76       1       5
    1520    3.98       1       5
    1521    1.17       1       5
    1522    1.21       1       5
    1523    1.20       1       5
    1524    0.57       1       5
    1525    0.91       1       5
    1526    0.51       1       5
    1527    0.37       1       5
    1528    0.36       1       5
    1529    0.32       1       5
    1530    0.46       1       5
    1531    0.55       1       5
    1532    0.71       1       5
    1533    0.54       1       5
    1534    0.35       1       5
    1535    0.28       1       5
    1536    0.48       1       5
    1537    0.32       1       5
    1538    0.31       1       5
    1539    0.51       1       5
    1540    0.40       1       5
    1541    0.46       1       5
    1542    0.36       1       5
    1543    0.32       1       5
    1544    0.45       1       5
    1545    0.37       1       5
    1546    0.28       1       5
    1547    0.27       1       5
    1548    0.33       1       5
    1549    0.53       1       5
    1550    0.74       1       5
    1551    0.43       1       5
    1552    0.30       1       5
    1553    0.42       1       5
    1554    0.72       1       5
    1555    0.94       1       5
    1556    0.42       1       5
    1557    0.42       1       5
    1558    0.59       1       5
    1559    0.93       1       5
    1560    1.42       1       5
    1561    3.65       1       5
    1562    0.59       1       5
    1563    1.41       1       5
    1564    1.41       1       5
    1565    0.71       1       5
    1566    1.41       1       5
    1567    3.65       1       5
    1568    1.41       1       5
    1569    1.41       1       5
    1570    3.65       1       5
    1571    1.41       1       5
    1572    0.58       1       5
    1573    0.29       1       5
    1574    0.28       1       5
    1575    0.28       1       5
    1576    0.30       1       5
    1577    0.29       1       5
    1578    0.30       1       5
    1579    0.28       1       5
    1580    0.36       1       5
    1581    0.63       1       5
    1582    0.53       1       5
    1583    0.82       1       5
    1584    1.26       1       5
    1585    1.26       1       5
    1586    3.37       1       5
    1587    3.37       1       5
    1588    3.37       1       5
    1589    3.37       1       5
    1590    3.37       1       5
    1591    0.00       1       5
    1592    3.37       1       5
    1593    3.37       1       5
    1594    0.00       1       5
    1595    3.37       1       5
    1596    3.37       1       5
    1597    0.00       1       5
    1598    3.37       1       5
    1599    3.37       1       5
    1600    3.37       1       5
    1601    0.00       1       5
    1602    3.37       1       5
    1603    3.37       1       5
    1604    3.37       1       5
    1605    3.37       1       5
    1606    3.37       1       5
    1607    0.00       1       5
    1608    3.37       1       5
    1609    0.00       1       5
    1610    3.37       1       5
    1611    0.00       1       5
    1612    0.00       1       5
    1613    3.37       1       5
    1614    3.06       1       5
    1615    0.00       1       5
    1616    3.06       1       5
    1617    0.00       1       5
    1618    0.00       1       5
    1619    3.08       1       5
    1620    0.00       1       5
    1621    3.08       1       5
    1622    3.08       1       5
    1623    3.08       1       5
    1624    3.08       1       5
    1625    0.00       1       5
    1626    3.08       1       5
    1627    0.00       1       5
    1628    3.08       1       5
    1629    0.00       1       5
    1630    0.00       1       5
    1631    3.08       1       5
    1632    0.00       1       5
    1633    3.08       1       5
    1634    0.00       1       5
    1635    0.00       1       5
    1636    0.00       1       5
    1637    0.00       1       5
    1638    3.08       1       5
    1639    0.00       1       5
    1640    3.08       1       5
    1641    0.00       1       5
    1642    3.09       1       5
    1643    3.09       1       5
    1644    2.53       1       5
    1645    2.53       1       5
    1646    0.00       1       5
    1647    2.53       1       5
    1648    2.53       1       5
    1649    2.53       1       5
    1650    2.53       1       5
    1651    2.53       1       5
    1652    2.53       1       5
    1653    0.00       1       5
    1654    2.53       1       5
    1655    2.53       1       5
    1656    0.00       1       5
    1657    2.53       1       5
    1658    0.00       1       5
    1659    2.54       1       5
    1660    0.00       1       5
    1661    0.00       1       5
    1662    0.00       1       5
    1663    0.00       1       5
    1664    0.00       1       5
    1665    0.00       1       5
    1666    0.00       1       5
    1667    0.00       1       5
    1668    0.00       1       5
    1669    0.00       1       5
    1670    0.00       1       5
    1671    0.00       1       5
    1672    0.00       1       5
    1673    0.00       1       5
    1674    0.00       1       5
    1675    0.00       1       5
    1676    0.00       1       5
    1677    0.00       1       5
    1678    0.00       1       5
    1679   15.21       1       5
    1680    8.77       1       5
    1681    0.00       1       5
    1682    8.77       1       5
    1683    8.77       1       5
    1684    8.77       1       5
    1685    8.77       1       5
    1686    0.00       1       5
    1687    8.61       1       5
    1688    8.61       1       5
    1689    8.61       1       5
    1690    8.61       1       5
    1691    9.88       1       5
    1692    9.68       1       5
    1693    9.68       1       5
    1694    9.68       1       5
    1695    9.68       1       5
    1696    9.68       1       5
    1697    0.00       1       5
    1698    9.68       1       5
    1699    9.68       1       5
    1700    9.68       1       5
    1701    9.68       1       5
    1702    9.68       1       5
    1703    9.68       1       5
    1704    0.00       1       5
    1705    9.48       1       5
    1706    4.50       1       5
    1707    4.50       1       5
    1708    4.50       1       5
    1709    0.00       1       5
    1710    4.50       1       5
    1711    4.50       1       5
    1712    4.50       1       5
    1713    4.50       1       5
    1714    0.00       1       5
    1715    0.00       1       5
    1716    0.00       1       5
    1717    0.00       1       5
    1718    0.00       1       5
    1719    0.00       1       5
    1720    0.00       1       5
    1721    0.00       1       5
    1722    0.00       1       5
    1723    5.55       1       5
    1724    5.55       1       5
    1725    0.00       1       5
    1726    0.00       1       5
    1727    0.00       1       5
    1728    4.04       1       5
    1729    1.52       1       5
    1730    5.49       1       5
    1731    5.49       1       5
    1732    5.49       1       5
    1733    1.52       1       5
    1734    5.49       1       5
    1735    5.49       1       5
    1736    1.51       1       5
    1737    0.00       1       5
    1738    1.46       1       5
    1739    4.54       1       5
    1740    1.46       1       5
    1741    1.46       1       5
    1742    4.54       1       5
    1743    1.46       1       5
    1744    4.54       1       5
    1745    4.54       1       5
    1746    4.54       1       5
    1747    4.54       1       5
    1748    0.00       1       5
    1749    4.54       1       5
    1750    4.54       1       5
    1751    0.00       1       5
    1752    4.54       1       5
    1753    4.63       1       5
    1754    4.63       1       5
    1755    0.00       1       5
    1756    4.63       1       5
    1757    4.63       1       5
    1758    0.00       1       5
    1759    4.63       1       5
    1760    0.00       1       5
    1761    4.63       1       5
    1762    4.58       1       5
    1763    0.00       1       5
    1764    4.58       1       5
    1765    0.00       1       5
    1766    4.58       1       5
    1767    4.76       1       5
    1768    4.76       1       5
    1769    0.94       1       5
    1770    1.50       1       5
    1771    4.76       1       5
    1772    1.50       1       5
    1773    4.76       1       5
    1774    4.76       1       5
    1775    0.00       1       5
    1776    4.76       1       5
    1777    4.76       1       5
    1778    4.76       1       5
    1779    4.76       1       5
    1780    4.71       1       5
    1781    4.71       1       5
    1782    4.71       1       5
    1783    0.00       1       5
    1784    4.71       1       5
    1785    4.71       1       5
    1786    4.71       1       5
    1787    4.71       1       5
    1788    4.71       1       5
    1789    3.70       1       5
    1790    3.70       1       5
    1791    3.70       1       5
    1792    3.70       1       5
    1793    0.00       1       5
    1794    3.70       1       5
    1795    3.70       1       5
    1796    3.70       1       5
    1797    4.04       1       5
    1798    4.04       1       5
    1799    0.00       1       5
    1800    4.01       1       5
    1801    4.01       1       5
    1802    4.01       1       5
    1803    5.74       1       5
    1804    5.74       1       5
    1805    0.00       1       5
    1806    5.74       1       5
    1807    5.74       1       5
    1808    5.74       1       5
    1809    0.00       1       5
    1810    5.67       1       5
    1811    5.67       1       5
    1812    5.67       1       5
    1813    5.67       1       5
    1814    5.67       1       5
    1815    0.00       1       5
    1816    5.67       1       5
    1817    5.67       1       5
    1818    5.67       1       5
    1819    3.83       1       5
    1820    3.83       1       5
    1821    3.83       1       5
    1822    3.83       1       5
    1823    0.00       1       5
    1824    3.81       1       5
    1825    0.00       1       5
    1826    3.81       1       5
    1827    3.81       1       5
    1828    1.59       1       5
    1829    5.37       1       5
    1830    5.37       1       5
    1831    1.60       1       5
    1832    5.37       1       5
    1833    5.37       1       5
    1834    7.63       1       5
    1835    7.63       1       5
    1836    7.63       1       5
    1837    7.51       1       5
    1838    0.00       1       5
    1839    7.51       1       5
    1840    1.73       1       5
    1841    7.51       1       5
    1842    7.51       1       5
    1843    7.51       1       5
    1844    7.51       1       5
    1845    7.51       1       5
    1846    7.51       1       5
    1847    7.51       1       5
    1848    7.40       1       5
    1849    7.40       1       5
    1850    1.73       1       5
    1851    7.40       1       5
    1852    7.40       1       5
    1853    7.40       1       5
    1854    7.40       1       5
    1855    7.40       1       5
    1856    7.40       1       5
    1857    7.40       1       5
    1858    0.00       1       5
    1859   11.95       1       5
    1860   11.95       1       5
    1861   11.95       1       5
    1862   11.64       1       5
    1863   11.64       1       5
    1864   11.64       1       5
    1865    0.00       1       5
    1866   11.64       1       5
    1867   11.64       1       5
    1868    1.87       1       5
    1869    1.87       1       5
    1870   11.64       1       5
    1871    1.87       1       5
    1872   11.64       1       5
    1873    1.87       1       5
    1874    1.10       1       5
    1875    1.87       1       5
    1876   11.64       1       5
    1877    1.10       1       5
    1878    1.87       1       5
    1879   11.64       1       5
    1880   11.35       1       5
    1881   11.35       1       5
    1882    1.87       1       5
    1883   11.35       1       5
    1884   11.35       1       5
    1885    1.88       1       5
    1886    1.10       1       5
    1887    2.03       1       5
    1888   30.48       1       5
    1889    2.03       1       5
    1890   28.36       1       5
    1891   28.36       1       5
    1892    2.03       1       5
    1893   28.36       1       5
    1894    2.03       1       5
    1895   28.36       1       5
    1896    2.03       1       5
    1897   28.36       1       5
    1898    0.00       1       5
    1899    0.00       1       5
    1900    2.42       1       5
    1901    0.00       1       5
    1902    2.42       1       5
    1903    2.42       1       5
    1904    2.42       1       5
    1905    2.73       1       5
    1906    0.00       1       5
    1907    2.73       1       5
    1908    0.00       1       5
    1909    0.70       1       5
    1910    1.31       1       5
    1911    0.70       1       5
    1912    2.72       1       5
    1913    2.72       1       5
    1914    1.31       1       5
    1915    2.72       1       5
    1916    2.72       1       5
    1917    2.72       1       5
    1918    0.00       1       5
    1919    0.00       1       5
    1920    2.66       1       5
    1921    0.00       1       5
    1922    0.00       1       5
    1923    2.66       1       5
    1924    0.00       1       5
    1925    0.00       1       5
    1926    0.00       1       5
    1927    2.66       1       5
    1928    0.00       1       5
    1929    1.30       1       5
    1930    2.66       1       5
    1931    0.00       1       5
    1932    0.00       1       5
    1933    0.00       1       5
    1934    0.00       1       5
    1935    1.30       1       5
    1936    2.67       1       5
    1937    2.67       1       5
    1938    0.00       1       5
    1939    0.70       1       5
    1940    2.67       1       5
    1941    2.67       1       5
    1942    0.00       1       5
    1943    2.67       1       5
    1944    0.00       1       5
    1945    2.67       1       5
    1946    3.75       1       5
    1947    3.75       1       5
    1948    3.81       1       5
    1949    3.81       1       5
    1950    0.00       1       5
    1951    1.49       1       5
    1952    1.48       1       5
    1953    0.97       1       5
    1954    0.97       1       5
    1955    3.78       1       5
    1956    3.78       1       5
    1957    3.78       1       5
    1958    0.00       1       5
    1959    0.00       1       5
    1960    0.97       1       5
    1961    3.78       1       5
    1962    0.00       1       5
    1963    3.78       1       5
    1964    0.00       1       5
    1965    3.78       1       5
    1966    3.78       1       5
    1967    0.00       1       5
    1968    0.00       1       5
    1969    0.00       1       5
    1970    0.00       1       5
    1971    0.00       1       5
    1972    0.00       1       5
    1973    0.00       1       5
    1974    0.00       1       5
    1975    3.81       1       5
    1976    0.00       1       5
    1977    4.50       1       5
    1978    0.00       1       5
    1979    4.04       1       5
    1980    0.00       1       5
    1981    0.00       1       5
    1982    0.00       1       5
    1983    4.04       1       5
    1984    0.00       1       5
    1985    0.00       1       5
    1986    0.00       1       5
    1987    4.07       1       5
    1988    4.07       1       5
    1989    0.00       1       5
    1990    4.07       1       5
    1991    0.00       1       5
    1992    0.00       1       5
    1993    0.00       1       5
    1994    4.07       1       5
    1995    0.00       1       5
    1996    4.07       1       5
    1997    0.00       1       5
    1998    4.07       1       5
    1999    0.00       1       5
    2000    0.00       1       5
    2001    0.00       1       5
    2002    0.00       1       5
    2003    4.07       1       5
    2004    0.00       1       5
    2005    0.00       1       5
    2006    0.00       1       5
    2007    4.11       1       5
    2008    0.00       1       5
    2009    0.00       1       5
    2010    0.00       1       5
    2011    0.00       1       5
    2012    0.00       1       5
    2013    0.00       1       5
    2014    3.32       1       5
    2015    0.00       1       5
    2016    3.32       1       5
    2017    0.00       1       5
    2018    0.00       1       5
    2019    0.00       1       5
    2020    0.00       1       5
    2021    0.00       1       5
    2022    3.32       1       5
    2023    0.00       1       5
    2024    0.00       1       5
    2025    0.00       1       5
    2026    0.00       1       5
    2027    0.00       1       5
    2028    0.00       1       5
    2029    0.00       1       5
    2030    0.00       1       5
    2031    0.00       1       5
    2032    0.00       1       5
    2033    0.00       1       5
    2034    0.00       1       5
    2035    0.00       1       5
    2036    0.00       1       5
    2037    0.00       1       5
    2038    0.00       1       5
    2039    0.00       1       5
    2040    0.00       1       5
    2041    0.00       1       5
    2042    0.00       1       5
    2043    0.00       1       5
    2044    0.00       1       5
    2045    0.00       1       5
    2046    2.94       1       5
    2047    0.00       1       5
    2048    0.00       1       5
    2049    0.00       1       5
    2050    0.00       1       5
    2051    0.00       1       5
    2052    0.00       1       5
    2053    0.00       1       5
    2054    0.00       1       5
    2055    0.00       1       5
    2056    0.00       1       5
    2057    0.00       1       5
    2058    0.00       1       5
    2059    0.00       1       5
    2060    0.00       1       5
    2061    0.00       1       5
    2062    0.00       1       5
    2063    0.00       1       5
    2064    0.00       1       5
    2065    0.00       1       5
    2066    0.00       1       5
    2067    0.00       1       5
    2068    0.00       1       5
    2069    0.00       1       5
    2070    0.00       1       5
    2071   20.16       1       5
    2072   19.25       1       5
    2073   19.25       1       5
    2074   19.25       1       5
    2075   19.25       1       5
    2076   19.25       1       5
    2077   19.25       1       5
    2078    0.00       1       5
    2079    0.00       1       5
    2080    0.00       1       5
    2081    0.00       1       5
    2082   10.81       1       5
    2083   10.81       1       5
    2084   10.81       1       5
    2085    0.00       1       5
    2086   10.81       1       5
    2087   10.81       1       5
    2088   10.56       1       5
    2089   10.56       1       5
    2090   10.56       1       5
    2091    6.97       1       5
    2092    6.97       1       5
    2093    6.97       1       5
    2094    6.97       1       5
    2095    6.97       1       5
    2096    6.97       1       5
    2097    0.00       1       5
    2098    6.97       1       5
    2099    6.97       1       5
    2100    6.97       1       5
    2101    6.68       1       5
    2102    6.68       1       5
    2103    6.68       1       5
    2104    0.00       1       5
    2105    6.68       1       5
    2106    6.68       1       5
    2107    6.68       1       5
    2108    6.68       1       5
    2109    0.00       1       5
    2110    6.68       1       5
    2111    6.68       1       5
    2112    6.68       1       5
    2113    0.00       1       5
    2114    6.68       1       5
    2115    6.68       1       5
    2116    6.59       1       5
    2117    6.59       1       5
    2118    0.00       1       5
    2119    6.59       1       5
    2120    6.59       1       5
    2121    1.88       1       5
    2122    6.59       1       5
    2123    6.59       1       5
    2124    6.59       1       5
    2125    6.59       1       5
    2126    6.59       1       5
    2127    6.59       1       5
    2128    6.59       1       5
    2129    0.00       1       5
    2130    6.59       1       5
    2131    6.59       1       5
    2132    6.87       1       5
    2133    6.87       1       5
    2134   10.10       1       5
    2135   10.10       1       5
    2136   10.10       1       5
    2137   10.10       1       5
    2138   10.10       1       5
    2139   10.10       1       5
    2140    0.00       1       5
    2141   10.10       1       5
    2142   10.10       1       5
    2143    9.88       1       5
    2144    9.88       1       5
    2145    9.88       1       5
    2146    9.88       1       5
    2147    9.88       1       5
    2148    9.88       1       5
    2149   10.81       1       5
    2150   10.81       1       5
    2151   10.81       1       5
    2152   10.81       1       5
    2153    0.00       1       5
    2154   10.81       1       5
    2155    0.00       1       5
    2156   10.81       1       5
    2157   10.81       1       5
    2158   10.81       1       5
    2159   10.81       1       5
    2160   10.81       1       5
    2161    0.00       1       5
    2162   13.78       1       5
    2163   10.81       1       5
    2164   10.81       1       5
    2165    0.00       1       5
    2166   10.81       1       5
    2167   10.56       1       5
    2168   10.56       1       5
    2169   10.56       1       5
    2170    0.00       1       5
    2171   10.56       1       5
    2172   10.56       1       5
    2173   10.56       1       5
    2174   10.56       1       5
    2175   10.56       1       5
    2176   10.56       1       5
    2177   10.56       1       5
    2178    0.00       1       5
    2179   10.56       1       5
    2180   10.56       1       5
    2181   10.56       1       5
    2182   10.56       1       5
    2183    0.00       1       5
    2184   10.33       1       5
    2185   10.33       1       5
    2186   10.33       1       5
    2187   10.33       1       5
    2188   10.33       1       5
    2189   10.33       1       5
    2190   10.33       1       5
    2191   10.33       1       5
    2192    0.00       1       5
